"GEOID","ls","p","borough"
"36005037200",0.441089933754544,0.000255234956338802,"Bronx"
"36005037300",0.632476581686315,0.000773229627596057,"Bronx"
"36005037400",0.521716417315194,0.000430610378074213,"Bronx"
"36005037504",0.572884304684977,0.000434615491511769,"Bronx"
"36005037600",0.227647191875729,0.000240913641622692,"Bronx"
"36005037800",0.522702828786847,0.000349779906879899,"Bronx"
"36005037900",0.602673006086655,0.000766190337311867,"Bronx"
"36005038000",0.55701763987492,0.000503066521171819,"Bronx"
"36005038100",0.650669555602711,0.000918506015012864,"Bronx"
"36005038200",0.589297063400534,0.000346017527590073,"Bronx"
"36005038301",0.554328933155679,0.000591300383871918,"Bronx"
"36005038303",0.648545915461932,0.000446388097676706,"Bronx"
"36005038304",0.607969772527296,0.000244069185543191,"Bronx"
"36005038500",0.626324321072443,0.000652712123247778,"Bronx"
"36005038600",0.792926602349556,0.000972028894587478,"Bronx"
"36005038700",0.379051703543269,0.000439712908614113,"Bronx"
"36005038800",0.677403503008352,0.000348687603215111,"Bronx"
"36005038900",0.415868129751054,0.000645672832963589,"Bronx"
"36005039000",0.697874020762821,0.000297227963896208,"Bronx"
"36005039100",0.526771999847053,0.000858186579301792,"Bronx"
"36005039200",0.678061781432569,0.000209600936565436,"Bronx"
"36005039300",0.480190277912829,0.00102397400220184,"Bronx"
"36005039400",0.503433305911056,0.00055768170441122,"Bronx"
"36005039500",0.611646157745554,0.000551127882422492,"Bronx"
"36005039600",0.473192839602713,0.000499061407734262,"Bronx"
"36005039700",0.162650196356917,0.000431702681739001,"Bronx"
"36005039800",0.822048464390492,0.000447480401341495,"Bronx"
"36005039901",0.634082996769151,0.000603072990036856,"Bronx"
"36005039902",0.753223378740998,0.000657809540350122,"Bronx"
"36005040100",0.669300303765828,0.000575037195973963,"Bronx"
"36005040302",0.742123857544968,0.000597247370491319,"Bronx"
"36005040303",0.707030408239626,0.000510591279751469,"Bronx"
"36005040304",0.654337401843823,0.000452456451369973,"Bronx"
"36005040400",0.878706960485989,0.000389102838812268,"Bronx"
"36005040501",0.781973685031219,0.000488381105234113,"Bronx"
"36005040502",0.462988798733548,0.000796289371630471,"Bronx"
"36005040600",0.777186047434581,0.000421386480460447,"Bronx"
"36005040701",0.388276824642828,0.000368106335033565,"Bronx"
"36005040702",0.499218714433896,0.000818863647369423,"Bronx"
"36005040800",0.359985515415375,0.000534621960376806,"Bronx"
"36005040900",0.518916498441611,0.000407672001113664,"Bronx"
"36005041100",0.486904660216717,0.000444810325716457,"Bronx"
"36005041300",0.473238921229222,0.000960863123791867,"Bronx"
"36005041400",0.366124282078242,0.000531223682308577,"Bronx"
"36005041500",0.385030712054936,0.000681718853901593,"Bronx"
"36005041800",0.370828918773169,0.000425148859750273,"Bronx"
"36005041900",0.369532665335463,0.000710846951629274,"Bronx"
"36005042000",0.440785297867717,0.000519086974922043,"Bronx"
"36005042100",0.349654814459075,0.000676257335577653,"Bronx"
"36005042200",0.548092950503169,0.000335822693385385,"Bronx"
"36005042300",0.318136659616133,0.000543117655547379,"Bronx"
"36005042400",0.627017007661726,0.000318345834748777,"Bronx"
"36005042500",0.228601131027809,0.000704414496714411,"Bronx"
"36005042600",0.604593681915518,0.000815222635153463,"Bronx"
"36005042800",0.845948393126226,0.000198677899917555,"Bronx"
"36005042901",0.286144693401668,0.000364222588669874,"Bronx"
"36005042902",0.331823750015229,0.000488138371086382,"Bronx"
"36005043000",0.773224561978304,0.000363008917931221,"Bronx"
"36005043101",0.359941383048363,0.00066230012208314,"Bronx"
"36005043102",0.398339510458039,0.000549307376314512,"Bronx"
"36005043400",0.496148270666277,0.000431217213443539,"Bronx"
"36005043501",0.465700868330032,0.000114570517728877,"Bronx"
"36005043503",0.264544415295762,1.94187318184538e-06,"Bronx"
"36005043600",0.51151034024434,0.000219067568326932,"Bronx"
"36005044200",0.835960127084146,0.000439470174466382,"Bronx"
"36005044400",0.611214005580472,0.000502338318728626,"Bronx"
"36005044800",1.00850782643951,0.000274168219861794,"Bronx"
"36005044901",0.389809438906075,0.000214819720741645,"Bronx"
"36005044902",0.324350970809791,0.000260453740515011,"Bronx"
"36005045101",0.610525708719023,0.000183021547388927,"Bronx"
"36005045102",0.424032693014931,0.000237393996480598,"Bronx"
"36005045600",0.468934323735042,0.000419444607278602,"Bronx"
"36005045800",0.633364228150117,0.000624312227963289,"Bronx"
"36005046000",0.565265663614758,0.000331938947021695,"Bronx"
"36005046203",0.434467437610541,0.000930399988251667,"Bronx"
"36005046204",0.479376928055525,0.000774928766630172,"Bronx"
"36005046205",0.436216227851312,0.000327933833584138,"Bronx"
"36005046206",0.57279439586237,0.000436435997619749,"Bronx"
"36005046207",0.554387253005053,0.000795075700891817,"Bronx"
"36005046208",0.82496604341881,0.000642638656116955,"Bronx"
"36005046209",0.769033412540241,0.000596155066826531,"Bronx"
"36005048401",0.970255352290641,0.000443839389125534,"Bronx"
"36005051601",0.409518447373346,0.000511926317563988,"Bronx"
"36047000100",0.278927438343941,0.00058656706799117,"Brooklyn"
"36047000200",0.416763507901861,0.000141999476422443,"Brooklyn"
"36047000301",0.729165282781167,0.000475637562478253,"Brooklyn"
"36047000501",0.324733535819841,0.00051629553222314,"Brooklyn"
"36047000502",0.600380823532611,0.000324171454294313,"Brooklyn"
"36047000700",0.548013541038799,0.000449786375744936,"Brooklyn"
"36047000900",0.474163076052347,0.000517266468814063,"Brooklyn"
"36047001100",0.158298332178996,0.000180836940059351,"Brooklyn"
"36047001300",0.296299400460171,0.000253414450230822,"Brooklyn"
"36047001501",0.0542116557924825,0.000580620081371768,"Brooklyn"
"36047001502",0.163799570792201,0.000607563571769873,"Brooklyn"
"36047002000",0.636119376123361,0.000228655567162293,"Brooklyn"
"36047002200",0.222608187541668,0.00050537249557526,"Brooklyn"
"36047002300",0.360349268101553,0.000488502472307978,"Brooklyn"
"36047002901",0.473895228181553,0.00041689589872743,"Brooklyn"
"36047003000",0.414656946606302,0.000206081291423341,"Brooklyn"
"36047003101",0.15710763500549,0.000420658278017255,"Brooklyn"
"36047003300",0.1688318985815,0.000468719639267928,"Brooklyn"
"36047003400",0.258657525232435,0.000430367643926482,"Brooklyn"
"36047003500",0.154805876369793,0.000253899918526283,"Brooklyn"
"36047003600",0.225129287185882,0.00044031974398344,"Brooklyn"
"36047003700",0.290165685169561,0.0004621658172792,"Brooklyn"
"36047003800",0.427755138312794,0.000182293344945735,"Brooklyn"
"36047003900",0.198724968173592,0.000255841791708129,"Brooklyn"
"36047004100",0.400862035372767,0.000395778027874861,"Brooklyn"
"36047004300",0.174819827840219,0.00044420349034713,"Brooklyn"
"36047004400",0.477687635200187,0.00027453232108339,"Brooklyn"
"36047004500",0.396298632022594,0.000391530180289575,"Brooklyn"
"36047004700",0.187629980459203,0.000208387265826782,"Brooklyn"
"36047004900",0.329735155450332,0.000320530442078353,"Brooklyn"
"36047005000",0.526952357316167,0.00029067414190748,"Brooklyn"
"36047005100",0.619941723371651,0.000301233077333764,"Brooklyn"
"36047005201",0.39316873836911,0.000201347975542593,"Brooklyn"
"36047005202",0.688695950309184,0.000352935450800398,"Brooklyn"
"36047005301",0.2217949881529,0.000271862245458353,"Brooklyn"
"36047005302",0.348695036865934,1.12871378694763e-05,"Brooklyn"
"36047005400",0.355874542799239,0.000384854991226981,"Brooklyn"
"36047005601",0.163392539383592,0.000320530442078353,"Brooklyn"
"36047005602",0.400434429833642,0.00020741632923586,"Brooklyn"
"36047005800",0.417258561557475,0.000358639703272068,"Brooklyn"
"36047005900",0.279924850038117,0.000141028539831521,"Brooklyn"
"36047006000",0.271680520104014,0.000380364409493964,"Brooklyn"
"36047006200",0.314924762487334,0.00032477828966364,"Brooklyn"
"36047006300",0.496206895244098,0.000234238452560099,"Brooklyn"
"36047006400",0.433413693581358,0.000403424153528378,"Brooklyn"
"36047006500",0.661185696595997,0.000622613088929175,"Brooklyn"
"36047006600",0.213150688802414,0.00046374358923945,"Brooklyn"
"36047006700",0.716165943274342,0.000451485514779051,"Brooklyn"
"36047006800",0.0986302844633759,0.000476851233216906,"Brooklyn"
"36047006901",0.608172670954948,0.000220402606139451,"Brooklyn"
"36047007000",0.245576797220562,0.000295164723640498,"Brooklyn"
"36047007100",0.0940383853653061,0.000519086974922043,"Brooklyn"
"36047007200",0.489855391636008,0.000215790657332568,"Brooklyn"
"36047007400",0.460507997722283,0.000681840220975459,"Brooklyn"
"36047007500",0.489029206821314,0.000558895375149873,"Brooklyn"
"36047007600",0.437658467251903,0.000592514054610571,"Brooklyn"
"36047007700",0.631294863902585,0.000635720732906631,"Brooklyn"
"36047007800",0.556355022329707,0.000688515410038052,"Brooklyn"
"36047008000",0.406669223658271,0.000423206986568427,"Brooklyn"
"36047008200",0.299397321379546,0.000444567591568726,"Brooklyn"
"36047008400",0.440035849703774,0.000437528301284537,"Brooklyn"
"36047008500",0.444809725797452,0.000835976404784436,"Brooklyn"
"36047008800",0.0264966642316615,0.000299169837078054,"Brooklyn"
"36047009001",0.560814832612699,0.000160083170428378,"Brooklyn"
"36047009002",0.560648031338424,0.000170520738780797,"Brooklyn"
"36047009201",0.886594631490854,0.000234238452560099,"Brooklyn"
"36047009202",0.355695493101742,0.000424784758528677,"Brooklyn"
"36047009401",0.852105929619301,0.000267978499094662,"Brooklyn"
"36047009402",0.748041559162803,0.000355362792277704,"Brooklyn"
"36047009600",0.354323509317916,0.000704414496714411,"Brooklyn"
"36047009800",0.710328543415146,0.000827723443761593,"Brooklyn"
"36047010000",0.528525787677974,0.000674436829469673,"Brooklyn"
"36047010100",0.300772291188178,0.000512290418785584,"Brooklyn"
"36047010200",0.741122006176011,0.000623948126741693,"Brooklyn"
"36047010401",1.07589850332415,0.000254992222191071,"Brooklyn"
"36047010402",1.1539143822713,0.00025632726000359,"Brooklyn"
"36047010601",1.37140653490479,0.000247710197759151,"Brooklyn"
"36047010602",1.63026443630507,0.000267857132020797,"Brooklyn"
"36047010801",0.896441081484023,0.000231689744008927,"Brooklyn"
"36047010802",1.18952594200583,0.00029067414190748,"Brooklyn"
"36047011000",0.282872893800386,0.000293586951680248,"Brooklyn"
"36047011200",0.213014988119143,0.000690700017367628,"Brooklyn"
"36047011400",0.138026130626982,0.000468234170972467,"Brooklyn"
"36047011600",1.2113138172338,0.00040779336818753,"Brooklyn"
"36047011700",0.105254686233606,0.000349051704436707,"Brooklyn"
"36047011800",1.21139022515152,0.000217975264662144,"Brooklyn"
"36047011901",0.200940049355563,0.000169185700968279,"Brooklyn"
"36047012000",1.51275810919727,0.000146732792303191,"Brooklyn"
"36047012100",0.224097509129738,0.00022744189642364,"Brooklyn"
"36047012200",0.610353038312792,0.000623948126741693,"Brooklyn"
"36047012600",0.321236321720754,0.000301961279776956,"Brooklyn"
"36047012700",0.0355870514670517,0.000421265113386582,"Brooklyn"
"36047012801",0.647928113848124,0.000252443513639899,"Brooklyn"
"36047012901",0.192795221979177,0.000304267254180398,"Brooklyn"
"36047012902",0.099833679023347,0.000342619249521844,"Brooklyn"
"36047013000",0.180382804331995,0.000572124386201195,"Brooklyn"
"36047013100",0.225563412887157,0.000406822431596607,"Brooklyn"
"36047013200",0.401723386048197,0.000295164723640498,"Brooklyn"
"36047013300",0.405166089558855,0.000531466416456307,"Brooklyn"
"36047013400",0.251205756198056,0.000517023734666332,"Brooklyn"
"36047013500",0.397047333014449,0.000450514578188128,"Brooklyn"
"36047013600",0.340787859181728,0.000470418778302043,"Brooklyn"
"36047013700",0.225840969280894,0.00040779336818753,"Brooklyn"
"36047013800",0.307542363705335,0.000429396707335559,"Brooklyn"
"36047013900",0.250040192754163,0.00038279175097127,"Brooklyn"
"36047014000",0.509255321066239,0.000222101745173565,"Brooklyn"
"36047014101",0.262611605608425,0.000127556794632468,"Brooklyn"
"36047014102",0.237823572129554,0.000206081291423341,"Brooklyn"
"36047014200",0.200157054915623,0.000379514839976906,"Brooklyn"
"36047014300",0.165134496362558,0.000432066782960597,"Brooklyn"
"36047014500",0.303483985202929,0.000491415282080746,"Brooklyn"
"36047014700",0.462192629581599,0.000250744374605785,"Brooklyn"
"36047014800",0.35505779629311,0.000145883222786134,"Brooklyn"
"36047014901",0.407723885915293,0.000186419825457156,"Brooklyn"
"36047014902",0.383323930345803,0.000501852850433165,"Brooklyn"
"36047015000",0.381370482946396,0.000201712076764189,"Brooklyn"
"36047015100",0.565934605742145,0.000476608499069175,"Brooklyn"
"36047015200",0.181112290446825,0.000318952670118104,"Brooklyn"
"36047015300",0.381767096222113,0.00030499545662359,"Brooklyn"
